,Week,AdvertisingSpend,CompetitorPrice,UnitCost,PriceLevel,SeasonIndex,Sales
593,594,169,144,117,194,-0.04144395293694442,310
594,595,112,109,105,97,0.3530735143729592,358
595,596,68,100,72,156,0.04209152617430126,389
596,597,141,149,86,152,0.044290374454368675,471
597,598,107,101,95,199,-0.2900198754433285,266
598,599,232,111,66,98,0.24214296165544602,521
599,600,139,112,81,183,-0.43776348746599547,339
600,601,278,95,69,100,-0.4842047004937827,534
601,602,267,117,98,188,-0.35135819176879696,401
602,603,166,93,112,190,-0.9810490362279546,172
603,604,111,115,74,131,-1.0982875902154072,337
604,605,72,102,74,102,-0.634224897463074,293
605,606,176,145,63,125,-0.9564681550323011,370
606,607,186,81,91,102,-1.1559045577214555,377
607,608,189,144,82,101,-0.7540042908012158,433
608,609,294,146,114,126,-1.21451831515845,440
609,610,178,131,65,163,-1.0750625639627307,261
610,611,107,141,83,162,-1.2688391403917538,293
611,612,171,102,79,141,-0.9016777182231073,256
612,613,50,105,117,160,-0.5713189596110221,253
613,614,288,147,96,91,-1.4933282214850494,481
614,615,83,134,79,145,-0.8516587190280194,206
615,616,145,85,71,149,-0.5660073333277504,376
616,617,175,114,92,112,-0.874954072362836,402
617,618,167,101,87,192,-1.002435370529558,279
618,619,97,122,67,129,-0.44177568859293626,360
619,620,138,94,60,153,-0.16422712103064546,237
620,621,281,139,96,192,-0.0874482337488946,531
621,622,286,91,81,174,-0.1295428629131148,472
622,623,166,128,65,112,-0.09116255897272758,444
623,624,178,121,80,118,-0.26970376661529327,453
624,625,65,117,91,167,0.38011016535851094,390
625,626,238,124,94,179,0.4823027082933095,511
626,627,280,114,74,140,0.013187391445949548,622
627,628,241,109,64,158,0.574067090397705,462
628,629,240,109,119,184,0.7639119093870882,477
629,630,118,85,115,178,0.9277567898634504,335
630,631,71,146,105,120,0.726013862432934,342
631,632,142,86,109,139,0.5657135936498172,301
632,633,296,131,107,109,0.7348211716939969,602
633,634,244,93,65,197,0.6328412851486247,551
634,635,125,94,84,144,0.9556236178915548,489
635,636,203,100,115,170,0.9186432551274466,508
636,637,193,114,105,198,1.6435109262306122,434
637,638,228,145,118,91,1.2611120168294936,609
638,639,278,81,115,114,1.2618062374927825,638
639,640,135,114,99,102,1.0764219899337326,442
640,641,234,99,88,192,0.7752607316526561,502
641,642,78,89,66,181,0.7403668782482395,328
642,643,255,104,99,195,0.6933499582261156,560
643,644,269,145,72,159,0.7195926400511404,479
644,645,118,104,97,156,0.6848156897981891,423
645,646,96,133,77,147,0.46493576034792905,379
646,647,290,112,61,188,0.267425343839592,467
647,648,143,115,67,171,0.06108097514116431,298
648,649,287,93,70,164,-0.29725794707964526,482
649,650,239,144,92,173,0.3850137495140091,428
650,651,293,133,113,153,0.5411221902243065,512
651,652,246,131,97,158,0.12048536999092843,546
652,653,253,82,107,172,-0.73232457482177,389
653,654,193,120,86,175,-0.22861820115150583,480
654,655,267,85,79,148,-0.2609318562449105,412
655,656,267,104,71,149,-0.7841539678271978,393
656,657,225,92,102,172,-0.6018325762793938,326
657,658,134,87,90,151,-0.95987477565044,271
658,659,88,100,86,105,-0.42677732720908335,462
659,660,149,147,91,177,-0.8254049660208151,243
660,661,82,104,69,194,-1.2460884648373682,279
661,662,271,147,62,157,-0.7917664446952526,434
662,663,150,124,104,104,-0.6823657979529258,349
663,664,72,139,86,178,-0.9332693787572909,204
664,665,299,91,94,197,-0.8271093099030721,454
665,666,59,111,90,144,-0.9559422714540572,214
666,667,295,92,74,124,-1.2257401615970864,500
667,668,118,110,75,144,-0.868503993419804,326
668,669,149,99,72,103,-0.5915988582820322,272
669,670,83,97,108,138,-0.7015307186357691,315
670,671,229,139,94,172,-0.32783511870928617,317
671,672,272,142,111,191,-0.5823776404030446,334
672,673,187,85,70,189,-0.45258213527779023,338
673,674,299,111,118,96,0.010020335110601186,480
674,675,196,122,80,119,-0.05398092521439987,526
675,676,235,81,110,172,-0.12351647434667361,392
676,677,145,139,113,138,0.4306782930579084,470
677,678,50,102,70,178,0.0326949489023918,256
678,679,297,110,89,105,0.1365201993373314,567
679,680,118,84,119,193,-0.3841114712754585,287
680,681,286,113,107,140,0.4018741821579123,546
681,682,53,89,112,161,1.055737661917467,301
682,683,65,81,94,171,0.12682294231937297,254
683,684,73,90,81,181,0.5374078238248909,306
684,685,129,129,97,169,1.0171765924202578,335
685,686,296,110,90,172,0.26155621051759725,498
686,687,51,135,73,131,0.8177322333731217,360
687,688,290,88,83,106,1.3349678387812767,628
688,689,269,100,109,152,1.6129077405546965,581
689,690,177,107,108,134,1.079782843798163,524
690,691,209,141,91,166,0.6930017119537166,482
691,692,268,86,95,96,0.6469776210909319,507
692,693,133,95,91,116,0.9289284164524861,425
693,694,201,83,114,99,0.9072728622431875,514
694,695,189,83,74,123,1.3058893761885813,453
695,696,227,119,102,125,0.9543641140019667,473
696,697,212,96,117,114,0.5932966930976961,416
697,698,173,131,94,95,0.36416099606594077,472
698,699,82,131,62,113,1.2590183998332019,509
699,700,210,115,75,107,0.4272941042863354,516
700,701,238,117,64,176,-0.08008883381793949,344
701,702,228,129,80,95,-0.06738687707743642,400
702,703,220,142,69,118,-0.38377310225624045,470
703,704,150,142,78,114,-0.9606805220426566,318
704,705,61,141,84,144,-0.26080958968034246,320
705,706,116,86,63,170,0.0700130929234275,353
706,707,114,106,88,135,-1.0572319074053405,363
707,708,210,93,78,113,-0.6465438794770902,286
708,709,217,84,102,164,-0.9605821819123767,361
709,710,123,134,61,115,-0.6665331082226943,412
710,711,92,81,69,187,-0.9371550726705717,296
711,712,93,141,102,117,-1.343032639010697,298
712,713,78,100,84,92,-1.2652729316109725,305
713,714,190,100,79,164,-1.2417990336933156,299
714,715,61,89,107,127,-0.5967045376038377,171
715,716,144,137,78,150,-0.6047310910190091,248
716,717,95,118,82,167,-1.0643461835598635,250
717,718,179,84,83,140,-0.5666752126500164,338
718,719,292,144,70,179,-0.9374111774720589,522
719,720,291,92,105,137,-0.920982693428712,399
720,721,84,132,93,110,-0.7313753960057519,245
721,722,264,124,114,143,-0.5776750746537124,363
722,723,130,111,87,145,-0.7346981845906583,395
723,724,139,115,64,192,-0.45816344938910913,342
724,725,57,139,118,183,-0.11840813534859188,227
725,726,142,90,64,148,-0.2004537725257356,387
726,727,203,142,110,161,-0.1077018096180246,511
727,728,251,100,80,140,0.14825406428423504,484
728,729,139,131,71,109,0.32054849851289663,497
729,730,211,134,109,185,0.22053091870368008,482
730,731,164,105,63,175,0.2123505699190846,310
731,732,154,147,113,148,0.5214841630860279,360
732,733,184,113,108,160,0.08987562778416236,460
733,734,245,131,101,98,0.6000260595896417,502
734,735,107,131,79,198,0.007042775676821655,343
735,736,294,108,97,90,0.3202463308627017,531
736,737,163,117,84,118,0.337600270828197,404
737,738,286,121,73,152,1.2492217654213282,600
738,739,124,100,70,161,0.9751363622168469,477
739,740,206,121,91,145,0.6140941671331532,505
740,741,169,92,70,157,1.1473198130336069,507
741,742,213,143,77,124,1.2893052179080096,698
742,743,266,96,86,92,1.1234874842702656,670
743,744,70,88,114,198,0.8784032041376433,215
744,745,298,120,113,193,0.9552020111790218,525
745,746,213,80,77,96,1.0934328258364816,641
746,747,187,81,115,116,0.6077369968723053,395
747,748,150,139,82,90,0.6720827352181378,603
748,749,250,127,70,180,0.4909068333492257,493
749,750,201,108,80,169,-0.01930158375197283,409
750,751,241,89,103,191,0.6295753412358362,490
751,752,276,137,64,160,0.8564972237857631,586
752,753,226,139,82,133,-0.14160170611702566,479
753,754,148,100,100,176,0.2888040704658897,433
754,755,289,107,118,130,-0.3731348141837974,503
755,756,85,113,84,164,-0.19947931976444075,326
756,757,259,87,100,131,0.09779879509440054,536
757,758,290,138,113,122,-0.6208548676613936,523
758,759,280,128,69,139,-0.5724706710487171,457
759,760,145,96,81,152,-1.203573557193213,395
760,761,201,139,78,189,-0.9477720513549716,403
761,762,200,124,60,126,-1.3948655624938655,375
762,763,239,148,66,194,-0.7567025896907121,334
763,764,273,111,63,148,-0.685524974999941,421
764,765,86,123,60,170,-1.0374322833972915,352
765,766,61,144,74,188,-0.9069427839210146,328
766,767,162,87,99,137,-1.0977191365751342,292
767,768,232,122,71,94,-0.7705452643357227,347
768,769,62,80,81,137,-0.9321032368884931,186
769,770,72,130,81,185,-1.5307152494264806,118
770,771,266,103,109,92,-0.6034617802253641,344
771,772,148,103,106,136,-0.9398467042686061,395
772,773,154,96,76,151,-1.1296245895336305,398
773,774,79,84,88,188,-0.794802849943999,158
774,775,66,99,105,103,-1.1386856412950839,228
775,776,162,100,73,152,-0.8396899654154828,299
776,777,111,137,109,150,-0.3117200040079259,330
777,778,133,110,79,120,-0.17130215838538698,449
778,779,161,90,109,184,-0.02860502997877748,384
779,780,266,131,107,106,0.0009629603290385072,524
780,781,135,94,92,113,-0.08732285678628292,351
781,782,190,86,114,112,0.2229779224493939,487
782,783,236,107,118,171,0.22344265295817003,457
783,784,68,130,102,139,-0.023011307378791812,311
784,785,226,137,74,167,0.3363402494279814,500
785,786,149,84,71,168,0.9299850275915,459
786,787,189,84,99,168,1.2249989937875783,479
787,788,238,87,113,159,1.0183663791292543,466
788,789,282,143,79,116,1.3485653539509375,610
789,790,196,89,89,104,0.9606328257259029,436
790,791,125,117,97,139,1.4936546428368127,398
791,792,58,87,62,125,1.6090554061966285,442
792,793,248,104,87,97,0.4799591505891436,492
793,794,77,145,115,168,1.0591568662379047,314
794,795,255,129,85,92,0.996870874152318,547
795,796,272,146,89,151,0.8077850980101821,578
796,797,177,128,72,136,1.0330306870986246,592
797,798,101,115,72,166,0.8353213864862211,394
798,799,132,147,61,194,0.527876072053494,423
799,800,299,120,96,187,0.655141126729701,489
800,801,160,141,108,177,0.929443120541678,440
801,802,193,89,97,193,0.5194846011085821,455
802,803,166,100,61,185,0.5426913115193658,504
803,804,118,115,95,150,0.1561997342038261,420
804,805,148,91,113,121,0.25615588330080896,427
805,806,189,81,85,183,-0.3627643591449466,378
806,807,74,92,70,102,-0.27045283008126175,364
807,808,229,132,67,90,-0.27011624685733143,519
808,809,172,111,103,123,-0.7375056632304868,333
809,810,262,95,99,151,-0.7137881877114355,420
810,811,277,111,102,168,-0.4741312161589931,433
811,812,102,111,81,197,-0.6241730833543855,329
812,813,200,90,79,167,-0.5066011207737846,398
813,814,193,89,67,182,-1.003137171349207,437
814,815,106,94,88,187,-0.8681753578516359,208
815,816,88,96,99,171,-1.13657646595056,246
816,817,158,119,85,160,-0.7591032526932504,351
817,818,230,97,89,182,-0.6354850392904806,391
818,819,91,134,76,120,-0.8550025518241592,272
819,820,235,104,79,153,-0.6743505912150798,486
820,821,216,138,111,114,-0.9611918585596959,418
821,822,191,101,114,127,-0.6933380921868627,388
822,823,272,109,75,103,-0.8628307028694755,464
823,824,171,123,105,97,-1.1304622858693945,311
824,825,182,111,102,180,-0.6744943315615134,312
825,826,212,130,66,143,-0.9617116663779458,414
826,827,264,125,75,91,0.13367393873951483,435
827,828,270,100,104,170,-0.5649496196763767,456
828,829,284,111,118,190,-0.1610935304078369,565
829,830,124,118,106,167,-0.24303963014524232,332
830,831,195,91,115,178,-0.4906207074661069,302
831,832,288,126,107,145,-0.5695569090193611,440
832,833,125,97,86,183,0.3452408667775667,416
833,834,58,100,112,182,0.7041179423188741,273
834,835,123,92,82,173,0.1341637748794212,409
835,836,235,100,83,174,-0.03228458382410765,441
836,837,285,87,68,150,0.47051592700466427,626
837,838,194,125,94,111,0.3819875446691671,566
838,839,279,86,110,124,0.5534160442124623,500
839,840,56,102,79,190,1.0060959758112453,337
840,841,223,101,96,105,0.8703171114323585,499
841,842,190,101,101,139,0.6861639750208075,451
842,843,217,108,76,132,1.147492053304411,507
843,844,219,92,106,106,1.1927705776207909,446
844,845,186,81,90,169,0.8988827541866125,521
845,846,227,108,114,147,1.0340838303734738,546
846,847,76,131,116,91,1.1270923823491426,467
847,848,171,106,67,93,1.0628471819804335,507
848,849,243,129,74,174,0.8976402517428718,643
849,850,54,102,90,128,1.252759701361251,397
850,851,78,123,112,187,0.9233149920756581,399
851,852,214,101,89,183,0.5279189532914812,388
852,853,215,122,105,95,0.4346640264214957,482
853,854,132,116,79,170,0.29729726700275866,396
854,855,185,140,119,192,0.5442411712108762,405
855,856,289,135,98,178,0.05249139628698865,433
856,857,158,82,112,158,-0.006933046505510174,394
857,858,114,142,114,158,0.3174067164347443,412
858,859,135,98,71,109,-0.06304709163510003,372
859,860,293,102,108,153,0.12024412384881034,441
860,861,194,108,76,105,-0.11518692503681607,412
861,862,120,109,101,140,-0.8177247207647914,329
862,863,266,118,89,194,-0.598704664203365,406
863,864,94,104,88,126,-0.36613794625022694,311
864,865,181,87,78,193,-1.1151635677164053,271
865,866,85,137,105,162,-0.6970706197860507,363
866,867,119,95,70,158,-0.8972269677628281,314
867,868,208,80,93,131,-1.461452865322125,395
868,869,68,84,109,146,-0.9350440260703734,222
869,870,238,82,66,155,-1.2439492789360138,370
870,871,157,144,103,98,-1.350295534634928,315
871,872,231,83,117,196,-0.9899666713512656,274
872,873,216,143,93,189,-1.5501976992019548,311
873,874,140,89,118,175,-1.1373033304608828,195
874,875,251,100,79,153,-0.12010374990242256,427
875,876,139,125,109,175,-0.6279171478715693,408
876,877,68,106,97,111,-1.0129382200213062,252
877,878,88,145,83,123,-0.24187287621067965,413
878,879,175,120,69,144,-0.8656778149643044,331
879,880,244,92,91,118,-0.6308317179844121,349
880,881,222,88,111,127,-0.6992603100213294,316
881,882,190,115,74,199,-0.16249170068776486,369
882,883,291,137,96,186,0.29005220637381013,501
883,884,269,133,79,107,-0.29970186976795393,483
884,885,175,91,62,160,-0.49759623096740646,338
885,886,107,93,96,154,0.566605666643375,383
886,887,197,113,116,186,0.8207450373688393,446
887,888,269,132,99,90,-0.13380096788065698,538
888,889,249,99,67,177,0.706081049165079,579
889,890,110,95,99,93,0.7310742638753789,397
890,891,176,149,103,93,0.5122681567047775,518
891,892,154,135,115,171,0.4046771658928857,405
892,893,216,137,82,116,1.1829811292871732,487
893,894,50,83,99,132,0.9887374021225687,421
894,895,180,83,70,148,1.0472697546540672,622
895,896,254,99,105,121,0.8061780682480923,568
896,897,141,89,67,122,0.7594272386650127,448
897,898,239,103,88,117,0.2562168117158694,493
898,899,298,105,89,195,0.9025334084905883,532
899,900,240,116,115,194,1.3666641565216837,556
900,901,162,133,119,144,0.6183796996386193,409
901,902,202,100,69,189,0.36625945761363643,529
902,903,105,117,98,149,0.8792101181082078,391
903,904,210,125,87,159,0.8491466577746969,459
904,905,215,83,108,151,0.39229295852680873,407
905,906,166,139,95,169,0.36009383263387473,363
906,907,183,136,72,123,0.4337758222081673,520
907,908,107,124,91,176,0.19265082369876976,291
908,909,93,99,95,195,0.42057548098151953,278
909,910,222,96,96,177,0.7311727727772737,522
910,911,209,83,85,145,-0.6332857468124602,341
911,912,222,93,81,102,0.12961087487984158,516
912,913,110,82,63,145,-0.32302697673553826,248
913,914,96,137,90,107,-0.04826289038751763,434
914,915,198,134,77,143,-0.35075839335144476,370
915,916,129,83,97,166,-0.6447757202600707,258
916,917,167,103,83,190,-0.5205038654387867,391
917,918,262,113,115,132,-0.9412305972490969,403
918,919,252,109,82,128,-1.1177464522846645,439
919,920,278,98,81,150,-0.6917573080059116,379
920,921,213,110,61,131,-1.2242403520629028,371
921,922,276,139,90,170,-0.7999970966055827,416
922,923,196,139,114,168,-0.9907757250737504,252
923,924,69,98,70,107,-1.6915413694348271,252
924,925,234,128,87,112,-1.1432565525649332,466
925,926,195,142,105,143,-0.8345647841780293,338
926,927,96,101,91,119,-1.0072562248257615,341
927,928,282,103,64,187,-1.587003499422312,338
928,929,98,109,97,147,-0.35228570982325685,388
929,930,63,137,69,157,-0.6123101428593206,340
930,931,192,110,99,156,-0.434942959350217,315
931,932,208,143,105,160,-0.6067060176972374,462
932,933,50,98,83,107,-0.1951579805985392,290
933,934,166,127,94,195,0.3111303790884463,461
934,935,103,124,103,96,-0.34105857534352896,348
935,936,167,134,107,129,0.5001038116071168,438
936,937,52,134,119,159,0.240105900022915,334
937,938,193,97,82,175,-0.021514160123517007,448
938,939,264,142,76,154,1.0183220783198441,566
939,940,234,126,60,157,0.5822152440104488,570
940,941,252,136,114,199,0.7710083473630637,511
941,942,61,124,90,138,0.5823170268227701,380
942,943,123,112,90,141,0.509612754572244,389
943,944,273,96,101,196,0.8733278392963881,506
944,945,65,149,116,118,1.3598951426982016,518
945,946,249,83,114,110,0.8421182990297109,494
946,947,151,99,101,179,0.962916443753811,490
947,948,253,126,112,167,1.429607415691929,508
948,949,201,94,115,98,0.9099019462587278,448
949,950,205,149,93,136,1.1457917674487903,686
950,951,166,126,68,165,1.234146969447963,536
951,952,57,88,81,131,0.8759819580223246,399
952,953,171,95,72,140,0.9784073036131824,514
953,954,141,148,84,145,1.0213146991980064,529
954,955,213,140,107,140,0.6282361901078647,501
955,956,139,89,77,159,0.9078522077377993,492
956,957,185,129,110,109,0.40396892169452414,399
957,958,235,82,71,177,0.2621968983556265,528
958,959,109,149,99,116,-0.10350743120359046,346
959,960,227,130,76,127,0.08827696111725736,525
960,961,77,98,74,161,-0.12411413030574805,228
961,962,269,121,101,154,-0.1202621868764913,505
962,963,150,114,74,143,0.06306110931903022,305
963,964,90,125,74,113,-0.7570179403000901,303
964,965,277,105,114,136,-0.947006155418664,331
965,966,241,148,98,160,-0.6894469370391443,434
966,967,204,143,72,172,-0.4296955986551454,429
967,968,295,116,76,175,-0.576463174134894,426
968,969,240,128,91,152,-0.9780294480443792,472
969,970,194,100,68,146,-0.4721613962467148,358
970,971,250,143,99,144,-1.0829790061887135,259
971,972,210,84,79,149,-0.7962800468472758,416
972,973,294,149,85,188,-1.0797777156863015,343
973,974,261,83,86,151,-1.253341779396149,321
974,975,254,118,80,119,-1.181520036434422,392
975,976,269,114,77,182,-0.7725087586539864,364
976,977,289,80,72,111,-0.8626342738832264,457
977,978,206,103,75,164,-0.6445854435524555,334
978,979,190,136,68,173,-0.7771602008920862,409
979,980,95,149,71,118,-1.3063347048459264,249
980,981,84,120,103,130,-0.1141862978784719,326
981,982,183,133,97,131,-0.5505719540232475,436
982,983,131,125,78,187,-0.41366328041468403,382
983,984,164,139,119,154,-0.5777744758927389,317
984,985,246,139,66,120,-0.020651399052330932,485
985,986,96,136,116,119,-0.5672479324675942,285
986,987,202,110,94,107,0.06241204304371899,404
987,988,243,103,107,106,-0.6238899846741236,439
988,989,59,115,77,127,0.32369923666036055,244
989,990,105,109,75,103,-0.08454945920426632,426
990,991,79,103,114,176,0.43770324317067233,310
991,992,291,109,98,178,0.8719253120676148,669
992,993,158,86,63,168,0.8148799590812887,502
993,994,54,114,118,199,1.0304371592760604,327
994,995,168,134,84,145,1.084765281265437,491
995,996,297,93,91,111,0.6656990430206836,538
996,997,82,89,99,156,1.0649550777955692,397
997,998,167,95,72,145,0.41754117390287204,427
998,999,114,133,104,108,0.7648608920427755,463
999,1000,195,149,76,146,1.410505340583268,573
1000,1001,273,123,108,133,0.8844889592721338,571
1001,1002,288,124,96,187,0.43230830809683196,554
1002,1003,226,135,65,124,1.5750514926254628,573
1003,1004,60,136,78,90,1.103691327636328,361
1004,1005,134,100,72,141,1.1147994917449462,395
1005,1006,75,147,116,174,0.5288430054170894,366
1006,1007,112,129,119,182,0.8337277193300687,327
1007,1008,266,112,85,159,0.7403951495075547,514
1008,1009,135,86,73,126,0.3216192897440593,434
1009,1010,108,149,90,154,0.4137772663868327,375
1010,1011,76,94,113,140,-0.09553542679235177,256
1011,1012,226,111,63,90,0.1353028044247539,493
1012,1013,254,99,119,180,0.41269055743327127,329
1013,1014,210,94,98,110,-0.2240544776976172,369
1014,1015,147,127,67,142,0.4516526706726429,490
1015,1016,154,100,84,105,-0.670143118048069,325
1016,1017,148,121,72,197,-0.43265749198120285,252
1017,1018,178,105,91,150,-0.6616521611279905,311
1018,1019,198,93,118,143,-0.6221189961430206,362
1019,1020,289,136,97,129,-0.25168022359851766,510
1020,1021,104,116,97,115,-1.0438473971103255,267
1021,1022,55,137,115,169,-0.9583650251725081,163
1022,1023,269,100,87,181,-0.689104299836266,330
1023,1024,258,148,112,154,-0.9070686087101154,438
1024,1025,246,82,89,189,-0.9183893326333472,408
1025,1026,144,116,62,163,-1.282291775977922,358
1026,1027,182,128,87,153,-1.0214750414807492,310
1027,1028,151,98,62,132,-0.6532353386361975,435
1028,1029,52,91,104,106,-1.4537981123503485,181
1029,1030,230,140,113,148,-1.144208987895124,361
1030,1031,72,120,93,112,-1.430118514510815,267
1031,1032,278,112,75,96,-0.6618911568105423,484
1032,1033,102,129,81,133,-0.3808695845767645,247
1033,1034,214,147,91,142,-0.7181456544284066,453
1034,1035,251,112,97,160,-0.8697207510857481,397
1035,1036,251,103,67,197,-0.7575971074801378,410
1036,1037,132,140,114,168,-0.44372204940435983,323
1037,1038,194,140,67,123,-0.32957727790502245,472
1038,1039,134,107,116,135,0.15301285329867492,286
1039,1040,127,137,65,198,-0.20066281033290878,350
1040,1041,250,122,73,157,0.25106018171108435,383
1041,1042,159,120,91,167,0.14767465551319486,366
1042,1043,50,118,94,167,0.13117780047057667,265
1043,1044,100,128,69,105,0.3656103530414627,437
1044,1045,222,96,62,160,0.6690262612924449,443
1045,1046,254,149,118,185,0.937602675205297,466
1046,1047,53,149,71,108,0.6729187920235519,229
1047,1048,239,144,108,91,0.46180242665432825,527
1048,1049,242,84,118,99,1.1853704666328415,521
1049,1050,162,81,90,139,0.665565427739778,418
1050,1051,281,101,88,170,1.0491887677293088,501
1051,1052,81,136,64,190,0.9852590737869271,433
1052,1053,83,145,111,101,0.9524289722961343,479
1053,1054,141,95,84,159,0.8466159840416522,430
1054,1055,144,130,100,111,1.1569864515506931,500
1055,1056,121,118,90,121,-0.13960253956083857,315
1056,1057,88,119,80,194,1.2263971781633236,405
1057,1058,203,117,117,173,0.5492315335754523,342
1058,1059,299,139,79,90,0.8708978210962974,667
1059,1060,211,138,98,143,0.7696303436212805,487
1060,1061,231,89,81,147,0.9505579613374016,454
1061,1062,167,143,63,159,0.5240479127052076,429
1062,1063,52,142,72,172,0.10587213285233349,340
1063,1064,172,128,104,107,-0.24211083208572903,439
1064,1065,99,143,101,95,0.015895733793426334,425
1065,1066,61,111,109,134,-0.587452628664888,225
1066,1067,242,86,108,186,-0.30908239214854244,304
1067,1068,103,100,79,112,-0.3271048503866203,357
1068,1069,285,99,111,112,-0.5615796804511951,539
1069,1070,182,105,72,115,-0.4521910748342854,333
1070,1071,271,147,76,166,-0.6388959500069161,414
1071,1072,271,94,113,96,-0.7614286206394342,444
1072,1073,106,93,95,168,-1.4757559332822834,219
1073,1074,194,106,92,133,-1.2113954200993178,317
1074,1075,161,119,60,116,-0.6926590060967482,424
1075,1076,96,137,74,115,-0.6937393608011753,383
1076,1077,200,107,72,186,-1.5225748328197484,326
1077,1078,256,105,76,168,-1.2371243284682933,382
1078,1079,278,142,83,125,-0.6784103897202618,522
1079,1080,134,145,117,198,-1.2081205181196002,215
1080,1081,191,104,67,144,-1.0043890535635867,426
1081,1082,115,82,109,153,-0.5024746439806411,390
1082,1083,124,123,86,180,-0.9939292190862355,230
1083,1084,228,121,104,146,-0.9743996889497957,307
1084,1085,152,85,82,158,-0.7956217553488897,322
1085,1086,215,118,105,150,-0.10709941887084007,333
1086,1087,241,131,67,91,-0.4342041958443211,444
1087,1088,275,102,67,144,-0.4589986837098408,394
1088,1089,87,129,118,186,-0.5119128737470056,215
1089,1090,99,122,85,169,-0.0776705858332351,309
1090,1091,147,98,106,176,0.07737325072391013,322
1091,1092,131,148,118,127,-0.321953552842639,388
1092,1093,79,130,72,169,0.3265251378391812,421
1093,1094,128,90,98,167,0.1939699783005191,437
1094,1095,140,91,96,118,0.36204447743111623,403
1095,1096,228,87,108,115,0.19943647114727914,515
1096,1097,240,103,87,124,0.44807013838247195,538
1097,1098,275,120,84,168,0.35407997867394286,531
1098,1099,101,115,75,156,0.4250452971362131,361
1099,1100,298,134,114,176,0.936110932021697,442
1100,1101,215,88,61,118,0.7789210560202735,546
1101,1102,274,126,113,123,0.5451249417266901,597
1102,1103,265,94,77,186,1.624057611672567,517
1103,1104,128,127,76,130,0.6553123623032716,437
1104,1105,79,121,89,130,1.3276308883058001,480
1105,1106,296,139,98,112,0.5497697816115164,562
1106,1107,155,149,72,160,1.1078925179763877,571
1107,1108,100,91,91,92,0.8598481320998099,419
1108,1109,130,81,109,147,0.6967390062456879,332
1109,1110,182,86,88,121,0.8820065630233627,538
1110,1111,78,82,105,120,0.7671887050699077,322
1111,1112,181,82,89,171,0.4193831031361831,363
1112,1113,187,106,77,132,0.3107430824950739,392
1113,1114,233,119,72,96,-0.007451091554564748,441
1114,1115,194,112,102,194,0.44627420234965604,441
1115,1116,123,80,80,90,-0.1368257838424476,346
1116,1117,66,87,89,150,0.12172916721049482,336
1117,1118,133,111,80,103,0.1777433952362237,340
1118,1119,265,127,107,141,-0.05812017070810631,431
1119,1120,118,83,114,185,-0.45625505369271524,267
1120,1121,83,149,76,95,-0.08196116363756006,465
1121,1122,55,98,99,192,-0.5871146154741409,235
1122,1123,102,111,78,99,-0.9683129744326568,278
1123,1124,243,88,111,160,-0.7482409095767668,286
1124,1125,254,91,74,179,-0.5724715347756784,411
1125,1126,175,90,68,187,-1.025308160216695,330
1126,1127,284,125,111,119,-0.6220013011621097,354
1127,1128,92,95,69,189,-1.1661140622507062,168
1128,1129,289,80,103,110,-1.1612057755317096,393
1129,1130,252,142,90,149,-1.3065325788540305,383
1130,1131,164,100,112,170,-0.7948871389275912,309
1131,1132,160,109,82,186,-1.0086816451248155,279
1132,1133,298,92,111,163,-1.2648704017492438,417
1133,1134,200,113,89,152,-1.0538793453697521,355
1134,1135,232,83,92,131,-1.8068013220229227,298
1135,1136,129,107,116,140,-0.589592156853664,312
1136,1137,144,138,111,153,-0.7997347400205884,351
1137,1138,252,106,68,165,-1.3849941035437738,327
1138,1139,167,148,113,145,-1.005069179128384,321
1139,1140,193,104,106,169,-0.5912013908110461,375
1140,1141,57,82,60,130,-0.7488561147740018,313
1141,1142,181,147,103,121,-0.00131086718174786,426
1142,1143,153,104,94,104,0.005035185542023771,365
1143,1144,181,99,70,151,0.1078607830553695,450
1144,1145,233,113,93,116,-0.6607674003090996,454
1145,1146,74,105,75,117,0.0816781400254867,358
1146,1147,244,84,68,170,0.14531995185982374,507
1147,1148,145,140,91,153,0.17850683581237925,373
1148,1149,244,88,74,199,0.44351216238203706,400
1149,1150,204,129,71,148,0.3252511961149566,485
1150,1151,142,85,92,147,0.8130769680561734,377
1151,1152,209,139,104,91,1.0529492721949822,516
1152,1153,227,123,73,125,1.0895711471803107,629
1153,1154,110,90,116,160,0.893642867171973,400
1154,1155,171,145,116,102,1.5707137263260997,452
1155,1156,100,126,67,104,1.3347014084482063,430
1156,1157,196,82,67,178,0.9695325388982345,463
1157,1158,70,109,86,176,0.8480272110375976,339
1158,1159,54,100,71,149,1.3723499662606302,407
1159,1160,259,107,60,111,1.2372904475142348,564
1160,1161,141,141,102,152,0.46232786450595037,438
1161,1162,219,112,99,179,1.1487302616622868,505
1162,1163,110,114,101,186,0.7021986877539246,356
1163,1164,71,131,110,164,0.40484919906280536,309
1164,1165,198,113,70,163,-0.02569701104105404,415
1165,1166,119,120,98,114,0.3840483136344342,281
1166,1167,50,130,102,190,0.35093661147655664,292
1167,1168,182,126,90,137,0.7155139605206411,475
1168,1169,282,137,76,132,0.407706822579939,510
1169,1170,61,136,92,127,-0.17486601641280847,370
1170,1171,139,102,91,130,-0.0037339619893800857,397
1171,1172,95,127,117,134,0.00855916251430261,421
1172,1173,83,101,88,177,-0.32881767063736594,325
1173,1174,226,96,80,129,-0.6408694197531324,365
